시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,괴리_%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,근거,RS_slope20,RS_high50,VCP_ok,Pivot_near,Vol_breakout,UDVR_50,UDVR_ok,OBV_high,Weekly_pos,Regime_good,EBS_PLUS,HitProb_%(heuristic),추천매수가,추천매도가1,추천매도가2,손절가
KOSDAQ,중앙첨단소재,051980,3845,64.73,4271.5,77.5,27.29,136.147,-27.49509,-0.54,28.81,26.27,2,"상승구조, MACD>0",0.2882,False,False,False,False,3.51,True,False,True,True,32.6,19.3,3210,3590,3890,2930
KOSDAQ,플리토,300080,15820,59.31,2611.2,67.5,17.62,300.031,-87.67724,-0.15,11.02,8.36,2,"상승구조, MACD>0",0.2534,False,False,False,False,1.8,True,False,True,True,32.6,19.3,14090,15380,16410,13050
KOSPI,STX엔진,077970,35700,456.57,14332.9,38.3,-6.15,-219.6564,-83.8734,2.22,-5.8,-6.05,3,"거래량↑, 상승구조, 5d<10%",-0.2401,False,False,False,True,1.77,True,False,False,True,32.2,19.0,36910,39170,40980,36900
KOSPI,일동제약,249420,22450,184.93,7102.8,32.2,-8.58,-140.931,16.88983,-0.48,8.98,-0.88,3,"MACD↑, 상승구조, 5d<10%",-0.2552,False,True,False,False,1.49,True,False,False,True,32.2,19.0,23760,25350,26620,23820
KOSPI,SNT다이내믹스,003570,55600,153.54,18488.5,23.7,-15.37,-1038.294,-344.02264,3.45,-15.11,-12.16,3,"거래량↑, 상승구조, 5d<10%",-0.354,False,False,False,True,1.73,True,False,False,True,32.2,19.0,63970,67430,70200,63730
KOSDAQ,제이브이엠,054950,28050,133.33,3391.2,34.4,-8.89,-94.6895,-265.35421,3.52,-10.95,-7.43,3,"거래량↑, 상승구조, 5d<10%",-0.2278,False,False,False,True,1.31,True,False,False,True,32.2,19.0,30100,31480,32580,29860
KOSDAQ,PS일렉트로닉스,332570,5450,89.66,2386.5,49.8,-6.2,-83.1853,-24.25225,-0.74,-10.51,-5.55,3,"RSI 45~65, 상승구조, 5d<10%",-0.2676,False,True,False,False,3.03,True,False,False,True,32.2,19.0,5590,6030,6380,5640
KOSDAQ,토모큐브,475960,40050,76.86,5308.3,19.6,-10.95,-801.2709,65.94837,-1.31,-0.99,-11.3,3,"MACD↑, 상승구조, 5d<10%",-0.3382,False,True,False,False,1.4,True,False,False,True,32.2,19.0,43700,46250,48280,43630
KOSDAQ,헥토파이낸셜,234340,16560,54.37,2313.5,42.5,-2.59,-11.7945,12.18895,-0.33,3.24,-2.59,3,"MACD↑, 상승구조, 5d<10%",-0.2397,False,True,False,False,3.68,True,False,False,True,32.2,19.0,16640,17360,17940,16490
KOSPI,KBI동양철관,008970,2490,443.96,1989.5,77.2,2.13,28.1741,-7.70749,3.77,-1.46,2.51,4,"MA20근접, 거래량↑, MACD>0, 5d<10%",-0.1472,False,False,False,True,1.09,False,False,True,True,31.9,18.7,2490,2670,2810,2360
KOSPI,한전KPS,051600,51100,132.21,22995.0,64.8,2.34,295.7365,-134.48333,0.32,0.2,1.59,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1106,False,False,True,False,0.93,False,False,True,True,31.9,18.7,50740,52350,53650,48430
KOSPI,한국가스공사,036460,42150,116.9,38909.9,80.4,4.0,286.2034,-92.26046,0.03,-0.59,4.46,4,"MA20근접, 상승구조, MACD>0, 5d<10%",-0.0856,False,False,True,False,1.11,False,False,True,True,31.9,18.7,41040,42050,42860,39520
KOSPI,금호석유화학,011780,115400,99.8,30040.6,67.7,3.73,693.8007,-264.17218,-0.31,0.17,3.87,4,"MA20근접, 상승구조, MACD>0, 5d<10%",-0.0674,False,False,True,False,1.24,False,False,True,True,31.9,18.7,112670,115500,117770,108410
KOSDAQ,우진엔텍,457550,24550,93.92,2276.1,53.6,2.31,219.6828,-108.98564,1.04,1.03,1.45,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1276,False,False,False,True,1.29,False,False,True,True,31.9,18.7,24550,26140,27420,23280
KOSPI,씨에스윈드,112610,44400,93.78,18724.1,57.5,2.27,260.6842,-74.52169,0.19,2.66,-0.67,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1361,False,False,True,False,0.88,False,False,True,True,31.9,18.7,44110,45500,46620,42110
KOSPI,미래에셋증권2우B,00680K,10830,87.77,14891.2,62.7,8.57,73.7434,-2.54043,-0.01,8.84,9.62,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0002,False,False,True,False,1.27,False,False,True,True,31.9,18.7,10240,10770,11190,9680
KOSDAQ,비에이치아이,083650,51900,608.36,16060.1,45.5,2.19,102.728,9.88871,-0.24,7.45,-0.38,6,"RSI 45~65, MACD↑, MA20근접, 상승구조, MACD>0, 5d<10%",-0.0571,False,False,False,False,1.47,True,False,True,True,31.1,18.0,51900,55390,58170,49260
KOSPI,SNT에너지,100840,53600,437.45,11084.9,45.5,2.61,437.992,94.05105,2.79,6.99,7.31,6,"RSI 45~65, MACD↑, MA20근접, 거래량↑, MACD>0, 5d<10%",-0.1554,False,False,False,True,1.15,False,False,False,True,31.1,18.0,53600,57170,60030,50670
KOSPI,아모레퍼시픽,090430,121700,427.78,71185.7,54.3,1.05,372.7106,58.37489,1.58,1.93,2.7,6,"RSI 45~65, MACD↑, MA20근접, 거래량↑, MACD>0, 5d<10%",-0.1764,False,False,False,True,1.07,False,False,False,True,31.1,18.0,121700,124370,126510,117690
KOSDAQ,지투지바이오,456160,176900,479.83,9587.1,40.2,-4.44,-2378.8366,585.44845,-0.67,-1.56,2.85,2,"MACD↑, 5d<10%",-0.2811,False,True,False,False,1.75,True,False,False,True,30.0,17.0,178200,192030,203090,179560
KOSPI,카카오,035720,63500,3361.93,280872.0,52.8,4.78,646.433,-51.67695,0.73,7.63,8.36,3,"RSI 45~65, MACD>0, 5d<10%",-0.1466,False,False,False,True,1.12,False,False,True,True,29.7,16.7,61960,64660,66820,58790
KOSPI,POSCO홀딩스,005490,319500,1863.41,258580.8,84.2,8.9,4339.892,-847.59625,0.91,3.73,11.52,3,"상승구조, MACD>0, 5d<10%",-0.0343,False,False,True,False,1.15,False,False,True,True,29.7,16.7,299260,310970,320340,284600
KOSPI,LG,003550,82700,246.83,127541.3,87.5,8.6,1018.4268,-132.7427,-0.36,2.35,11.61,3,"상승구조, MACD>0, 5d<10%",-0.0572,False,False,True,False,1.15,False,False,True,True,29.7,16.7,77360,79780,81720,73870
KOSPI,대신증권,003540,28850,114.54,14648.1,65.2,5.03,154.1147,-12.46058,0.62,2.12,5.48,3,"상승구조, MACD>0, 5d<10%",-0.063,False,False,True,False,0.81,False,False,True,True,29.7,16.7,28010,29100,29970,26640
KOSPI,GS,078930,48700,100.66,45249.8,68.9,4.22,337.0158,-77.34553,-0.37,0.83,5.3,3,"상승구조, MACD>0, 5d<10%",-0.0949,False,False,True,False,0.92,False,False,True,True,29.7,16.7,47370,48670,49700,45430
KOSDAQ,노바텍,285490,20150,90.87,2131.0,50.0,-3.84,-252.3988,-45.06395,0.69,-8.82,-14.26,3,"RSI 45~65, 상승구조, 5d<10%",-0.0892,False,False,False,True,1.06,False,False,True,True,29.7,16.7,20150,21880,23260,20330
KOSDAQ,제일일렉트릭,199820,10980,65.52,2439.8,61.0,5.23,82.7677,-15.64658,0.21,-1.61,2.62,3,"RSI 45~65, MACD>0, 5d<10%",-0.0693,False,False,True,False,1.21,False,False,True,True,29.7,16.7,10690,11210,11630,10120
KOSDAQ,네이처셀,007390,24800,96.04,15979.9,64.0,8.85,341.452,-107.06189,-0.45,2.27,16.16,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",0.0351,False,False,False,False,0.99,False,False,True,True,29.3,16.4,23690,25510,26960,22100
KOSPI,셀트리온,068270,175100,1298.77,404374.5,52.4,-0.11,77.8927,-166.05874,1.11,1.45,-0.51,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.164,False,False,True,False,1.2,False,False,False,True,28.9,16.0,175100,179450,182940,170040
KOSDAQ,오리엔탈정공,014940,10580,410.71,4821.7,56.2,2.63,15.0192,-67.25707,-0.14,-3.73,4.24,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.0877,False,False,False,False,2.22,True,False,True,True,28.9,16.0,10580,11580,12370,10000
KOSPI,한화솔루션,009830,30200,360.42,51911.5,62.3,1.85,185.6609,-126.2939,0.06,-0.33,1.34,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.1216,False,False,False,False,1.76,True,False,True,True,28.9,16.0,30200,31360,32280,28760
KOSPI,현대제철,004020,33450,287.16,44637.6,57.0,-0.48,50.1696,-27.693,3.05,-0.3,-0.45,5,"RSI 45~65, MA20근접, 거래량↑, MACD>0, 5d<10%",-0.2097,False,False,False,True,1.03,False,False,False,True,28.9,16.0,33450,34560,35450,32600
KOSDAQ,에스티팜,237690,96800,258.74,20035.0,56.4,3.26,359.9874,-42.12347,0.08,6.61,1.68,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.0965,False,False,False,False,1.38,True,False,True,True,28.9,16.0,96500,102010,106420,90930
KOSPI,기업은행,024110,19160,232.09,152786.8,54.7,-0.65,2.6539,-18.29926,1.24,-1.29,-0.52,5,"RSI 45~65, MA20근접, 거래량↑, MACD>0, 5d<10%",-0.1676,False,False,True,False,0.77,False,False,False,True,28.9,16.0,19160,19470,19720,18710
KOSPI,흥아해운,003280,1731,182.15,4161.8,58.1,0.97,3.5721,-6.15278,-0.26,-7.93,0.46,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.0925,False,False,False,False,3.82,True,False,True,True,28.9,16.0,1730,1870,1980,1660
KOSDAQ,ISC,095340,79900,123.06,16936.4,48.1,0.37,-624.799,51.66178,-0.48,2.17,-5.56,5,"RSI 45~65, MACD↑, MA20근접, 상승구조, 5d<10%",-0.1333,False,False,False,False,1.94,True,False,True,True,28.9,16.0,79900,83680,86700,77220
KOSPI,신풍제약,019170,13530,102.8,7168.9,56.8,1.32,107.6641,-74.91969,0.13,4.72,3.05,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.134,False,False,False,False,2.45,True,False,True,True,28.9,16.0,13530,14400,15090,12950
KOSPI,비에이치,090460,17810,98.92,6004.0,54.3,3.15,112.4063,0.50787,-0.16,4.52,3.49,5,"RSI 45~65, MACD↑, MA20근접, MACD>0, 5d<10%",-0.1881,False,False,True,False,1.17,False,False,False,True,28.9,16.0,17660,18450,19080,16750
KOSDAQ,유일로보틱스,388720,80000,93.9,9357.4,57.7,3.51,26.1723,-132.75322,-0.41,3.9,-7.3,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.0576,False,False,False,False,2.02,True,False,True,True,28.9,16.0,79890,85080,89230,74970
KOSDAQ,샘씨엔에스,252990,7280,86.19,4250.7,46.5,1.97,-73.5352,17.07507,-0.85,6.28,1.68,5,"RSI 45~65, MACD↑, MA20근접, 상승구조, 5d<10%",-0.1103,False,False,False,False,2.33,True,False,True,True,28.9,16.0,7280,7760,8150,6930
KOSPI,롯데케미칼,011170,71400,69.52,30541.6,63.5,0.99,14.02,-268.81515,-0.98,-4.29,-0.83,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.0598,False,False,False,False,1.83,True,False,True,True,28.9,16.0,71400,74360,76740,68580
KOSDAQ,뉴프렉스,085670,5280,58.78,1291.0,47.4,-1.35,9.4294,-22.08854,2.96,-0.75,-0.38,5,"RSI 45~65, 거래량↑, 상승구조, MACD>0, 5d<10%",-0.1507,False,False,False,True,1.11,False,False,False,True,28.9,16.0,5280,5570,5810,5190
KOSDAQ,휴메딕스,200670,50500,50.98,5671.1,50.0,-0.65,398.7812,16.50573,-1.07,0.8,0.4,5,"RSI 45~65, MACD↑, MA20근접, MACD>0, 5d<10%",-0.2541,False,True,False,False,1.09,False,False,False,True,28.9,16.0,50500,52540,54170,49310
KOSPI,HD현대미포,010620,238000,934.83,95062.3,72.7,10.91,3189.4507,-544.92584,0.36,3.7,18.11,3,"상승구조, MACD>0, 5d<10%",0.0183,False,False,False,False,1.24,False,False,True,True,27.1,15.0,220480,232260,241690,208160
KOSPI,한전기술,052690,104100,810.49,39787.0,67.0,7.27,1302.298,-697.34317,0.46,-0.19,7.43,3,"상승구조, MACD>0, 5d<10%",0.0186,False,False,False,False,1.22,False,False,True,True,27.1,15.0,100610,107740,113440,94130
KOSPI,HJ중공업,097230,29050,2311.6,26230.8,63.6,7.03,165.0017,-82.78704,-0.01,2.47,11.09,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.1188,False,False,False,False,1.77,True,False,True,True,26.7,15.0,28470,31120,33240,26330
KOSPI,삼성전기,009150,225000,1768.93,168060.8,61.9,7.28,1212.1359,-607.48038,1.06,1.35,11.66,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0445,False,False,False,False,1.91,True,False,True,True,26.7,15.0,214520,224100,231760,203440
KOSPI,현대로템,064350,231500,1321.33,252664.4,55.7,4.83,1243.637,-386.4747,-0.51,-4.14,11.84,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.1001,False,False,False,False,1.71,True,False,True,True,26.7,15.0,226740,238560,248010,214200
KOSPI,한화엔진,082740,49600,1276.19,41389.8,55.0,4.86,88.7027,-17.64365,0.15,2.06,3.87,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0349,False,False,False,False,1.23,False,True,True,True,26.7,15.0,48890,52080,54630,45880
KOSPI,하나금융지주,086790,85900,1246.03,239081.9,49.6,-1.37,-215.7565,-75.40735,1.71,-2.05,-1.49,4,"RSI 45~65, 거래량↑, 상승구조, 5d<10%",-0.1793,False,False,False,True,1.15,False,False,False,True,26.7,15.0,85900,88300,90220,84480
KOSPI,세진중공업,075580,22100,425.49,12563.7,55.6,2.22,-9.26,-82.16525,-0.27,-1.78,4.49,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0866,False,False,False,False,2.55,True,False,True,True,26.7,15.0,22100,23960,25450,20970
KOSPI,HMM,011200,20750,329.03,195721.9,60.5,1.12,122.4293,-8.54753,-0.35,0.0,-0.95,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1628,False,False,True,False,0.87,False,False,False,True,26.7,15.0,20750,21400,21910,19910
KOSDAQ,현대무벡스,319400,10200,293.25,11360.4,55.8,0.38,-151.3027,-40.49493,-0.36,-1.45,-9.09,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0008,False,False,False,False,6.26,True,False,True,True,26.7,15.0,10200,11210,12020,9860
KOSPI,HD현대마린솔루션,443060,244500,258.64,109607.4,61.8,5.32,914.4057,-542.05675,0.02,3.6,5.39,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0341,False,False,False,False,1.85,True,False,True,True,26.7,15.0,238280,250520,260320,225190
KOSDAQ,엑스게이트,356680,9350,253.8,2668.8,60.9,9.68,103.9375,-34.19544,-0.26,-8.6,12.52,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0535,False,False,False,False,3.52,True,False,True,True,26.7,15.0,8920,9710,10350,8270
KOSPI,이수스페셜티케미컬,457190,54700,229.51,16523.9,68.5,3.02,157.1399,-398.84319,-0.25,-4.87,-1.44,4,"MA20근접, 상승구조, MACD>0, 5d<10%",-0.0595,False,False,False,False,1.43,True,False,True,True,26.7,15.0,54700,58450,61460,51500
KOSPI,두산로보틱스,454910,71100,208.17,46087.0,52.1,1.01,-194.9797,-141.49922,-0.59,0.71,-2.74,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.1236,False,False,False,False,1.85,True,False,True,True,26.7,15.0,71100,74170,76630,68280
KOSPI,넥스틸,092790,11860,177.15,3083.8,56.2,-2.06,98.0549,-84.05636,2.69,-10.69,-1.33,4,"RSI 45~65, 거래량↑, MACD>0, 5d<10%",-0.1986,False,False,False,True,1.13,False,False,False,True,26.7,15.0,11860,12480,12970,11750
KOSPI,DB하이텍,000990,58900,167.97,25624.2,49.7,1.2,-262.7896,-48.71293,-0.97,1.9,0.0,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.1239,False,False,False,False,1.61,True,False,True,True,26.7,15.0,58900,61730,63990,56450
KOSDAQ,고영,098460,16280,164.7,11177.0,51.5,0.73,-45.4077,-33.91439,-0.49,-2.22,-3.38,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0975,False,False,False,False,2.38,True,False,True,True,26.7,15.0,16280,17180,17900,15680
KOSPI,GS건설,006360,18440,150.06,15781.2,45.6,-1.23,20.3789,-38.79249,2.47,-1.65,-0.75,4,"RSI 45~65, 거래량↑, MACD>0, 5d<10%",-0.1575,False,False,False,True,1.18,False,False,False,True,26.7,15.0,18440,18980,19410,18110
KOSDAQ,피에스케이홀딩스,031980,50700,144.86,10932.1,46.1,-0.89,-597.9192,-230.06878,0.19,-4.7,-5.59,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0963,False,False,False,False,2.02,True,False,True,True,26.7,15.0,50700,54550,57640,49620
KOSDAQ,유진로봇,056080,12700,139.32,4764.0,58.3,3.67,-7.1923,-50.51447,-0.39,-3.13,7.17,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0361,False,False,False,False,2.2,True,False,True,True,26.7,15.0,12700,13770,14630,11880
KOSDAQ,HK이노엔,195940,48800,106.55,13825.0,65.9,3.55,244.426,-92.77537,0.08,0.93,3.94,4,"MA20근접, 상승구조, MACD>0, 5d<10%",-0.084,False,False,False,False,1.46,True,False,True,True,26.7,15.0,48050,49910,51400,45710
KOSDAQ,일승,333430,8150,104.13,2504.2,55.1,1.16,-22.7904,-43.06552,-0.44,-7.39,-1.81,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.1091,False,False,False,False,3.95,True,False,True,True,26.7,15.0,8150,8860,9430,7810
KOSDAQ,케이프,064820,13800,99.76,4264.4,51.0,1.77,-92.3099,-68.827,-0.39,-8.18,0.66,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0059,False,False,False,False,2.31,True,False,True,True,26.7,15.0,13800,15090,16120,13150
KOSPI,녹십자,006280,129000,99.03,15075.6,47.3,-1.03,164.0333,-164.03239,1.73,0.16,-0.31,4,"RSI 45~65, 거래량↑, MACD>0, 5d<10%",-0.1997,False,False,False,True,0.85,False,False,False,True,26.7,15.0,129000,132080,134540,126430
KOSPI,농심,004370,431500,95.24,26246.6,37.8,-0.83,-793.0399,33.47383,-1.2,-0.69,1.05,4,"MACD↑, MA20근접, 상승구조, 5d<10%",-0.1746,False,True,False,False,1.28,False,False,False,True,26.7,15.0,431500,441430,449370,422070
KOSDAQ,오르비텍,046120,3925,94.95,1077.4,57.4,4.65,38.0578,-23.97642,0.5,-6.32,3.15,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0879,False,False,False,False,2.02,True,False,True,True,26.7,15.0,3920,4290,4580,3640
KOSDAQ,에스피지,058610,31100,80.11,6897.2,52.3,2.1,-150.6298,-67.69275,-0.73,-1.89,-4.45,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0289,False,False,False,False,1.52,True,False,True,True,26.7,15.0,31100,32950,34430,29550
KOSDAQ,덕산하이메탈,077360,6830,79.48,3103.3,42.7,1.71,-71.0752,3.28089,-0.25,2.4,-0.15,4,"MACD↑, MA20근접, 상승구조, 5d<10%",-0.0778,False,False,False,False,2.5,True,False,True,True,26.7,15.0,6830,7260,7610,6510
KOSPI,이마트,139480,73400,73.44,20255.3,47.9,-0.94,132.88,-30.86311,-1.12,-0.54,-0.14,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1893,False,False,True,False,0.86,False,False,False,True,26.7,15.0,73400,75010,76290,71880
KOSPI,신성이엔지,011930,1910,73.34,3931.7,53.7,5.13,12.3398,-4.02049,-0.22,9.77,4.09,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0953,False,False,False,False,2.24,True,False,True,True,26.7,15.0,1870,1970,2040,1760
KOSDAQ,제이앤티씨,204270,25450,71.38,14722.4,49.7,-0.37,-243.7255,-85.60165,-0.91,-0.59,-8.94,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.0107,False,False,False,False,1.92,True,False,True,True,26.7,15.0,25450,27420,29000,24780
KOSDAQ,포스코엠텍,009520,15610,67.77,6500.4,66.0,3.23,59.248,-86.40271,-0.47,-4.58,1.23,4,"MA20근접, 상승구조, MACD>0, 5d<10%",-0.0755,False,False,False,False,2.25,True,False,True,True,26.7,15.0,15610,16620,17430,14670
KOSPI,iM금융지주,139130,13530,61.82,21926.0,52.5,-0.24,14.6358,-2.3535,-0.46,-1.74,-1.6,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1606,False,False,True,False,0.8,False,False,False,True,26.7,15.0,13530,13920,14220,13160
KOSPI,에이블씨엔씨,078520,9950,54.12,2588.4,39.8,-4.35,8.3627,10.90475,1.97,-5.87,-2.07,4,"MACD↑, 거래량↑, MACD>0, 5d<10%",-0.2488,False,False,False,True,1.12,False,False,False,True,26.7,15.0,10200,10610,10940,10090
KOSPI,대웅제약,069620,136700,50.97,15838.8,58.0,0.38,407.4901,-212.07428,-0.22,0.59,-0.07,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1532,False,False,True,False,1.2,False,False,False,True,26.7,15.0,136700,140360,143300,132090
KOSPI,한국항공우주,047810,105500,698.88,102836.2,47.4,2.65,163.2905,218.02697,0.33,4.15,6.89,6,"RSI 45~65, MACD↑, MA20근접, 상승구조, MACD>0, 5d<10%",-0.1817,False,False,False,False,1.45,True,False,False,True,26.0,15.0,104570,108150,111010,99700
KOSPI,두산에너빌리티,034020,89700,9312.18,574583.3,66.1,16.21,1236.6517,-112.01621,0.39,17.56,7.17,2,"상승구조, MACD>0",0.1904,False,False,False,False,1.25,False,False,True,True,24.9,15.0,79570,84350,88180,74870
KOSPI,두산,000150,950000,1283.63,156976.4,88.3,35.97,31690.1159,-853.30475,-0.46,21.48,56.77,2,"상승구조, MACD>0",0.418,False,False,False,False,1.26,False,False,True,True,24.9,15.0,727200,784200,829800,677740
KOSPI,HD현대중공업,329180,594000,1474.99,527312.3,70.7,9.59,6939.1636,-1493.88744,0.33,2.95,16.93,3,"상승구조, MACD>0, 5d<10%",-0.001,False,False,False,False,1.49,True,False,True,True,24.5,15.0,557020,587050,611080,525740
KOSPI,LG디스플레이,034220,13950,665.07,69750.0,31.7,-3.09,-127.7069,-17.19322,1.36,-1.41,-2.99,3,"거래량↑, 상승구조, 5d<10%",-0.1715,False,False,False,True,1.29,False,False,False,True,24.5,15.0,14070,14720,15230,13960
KOSPI,LG전자,066570,87600,664.9,142688.5,71.1,4.41,173.1004,-232.09868,-0.22,-2.88,4.41,3,"상승구조, MACD>0, 5d<10%",-0.0449,False,False,False,False,1.56,True,False,True,True,24.5,15.0,85350,88240,90550,81380
KOSPI,삼성생명,032830,157400,638.62,314800.0,46.4,-1.22,-808.6016,-211.49848,0.26,-2.9,-3.49,3,"RSI 45~65, 상승구조, 5d<10%",-0.11,False,False,False,False,1.56,True,False,True,True,24.5,15.0,157400,163510,168390,154570
KOSPI,고려아연,010130,1071000,615.34,207166.3,56.1,-4.14,-21099.5782,-4361.19915,-0.02,-8.85,-16.98,3,"RSI 45~65, 상승구조, 5d<10%",-0.0354,False,False,False,False,1.41,True,False,True,True,24.5,15.0,1071000,1187860,1281340,1083780
KOSPI,한미약품,128940,390500,521.86,50026.9,59.2,7.51,3305.2944,-373.49354,-0.12,13.35,14.01,3,"RSI 45~65, 상승구조, MACD>0",-0.1156,False,False,False,False,1.52,True,False,True,True,24.5,15.0,374280,396390,414070,352330
KOSDAQ,인바디,041830,26950,470.46,3633.1,26.9,-7.33,-205.567,-105.52429,3.96,-2.18,-6.59,3,"거래량↑, 상승구조, 5d<10%",-0.1926,False,False,False,True,0.64,False,False,False,True,24.5,15.0,28320,29840,31060,28210
KOSDAQ,엔켐,348370,87600,320.07,19068.3,68.0,7.24,1200.9225,-793.30728,0.02,1.15,7.62,3,"상승구조, MACD>0, 5d<10%",-0.0236,False,False,False,False,1.55,True,False,True,True,24.5,15.0,85160,92100,97650,79230
KOSDAQ,HPSP,403870,35150,260.01,29349.7,44.0,-0.96,-344.9956,-51.36254,-0.49,0.86,-3.57,3,"MA20근접, 상승구조, 5d<10%",-0.1309,False,False,False,False,2.19,True,False,True,True,24.5,15.0,35150,36880,38260,34430
KOSDAQ,에이프릴바이오,397030,30500,197.09,7004.4,36.5,-1.29,-430.2978,66.00275,-0.64,5.9,-2.4,3,"MACD↑, 상승구조, 5d<10%",-0.0316,False,False,False,False,1.98,True,False,True,True,24.5,15.0,30500,32610,34290,29970
KOSDAQ,씨메스,475400,29450,163.19,3441.2,47.0,-3.1,-360.844,-169.26541,-0.28,-10.21,-8.4,3,"RSI 45~65, 상승구조, 5d<10%",-0.0094,False,False,False,False,1.37,True,False,True,True,24.5,15.0,29450,31860,33790,29480
KOSDAQ,대주전자재료,078600,77000,155.46,11920.1,70.6,6.39,944.9303,-430.36488,-0.12,4.48,7.24,3,"상승구조, MACD>0, 5d<10%",-0.0494,False,False,False,False,1.93,True,False,True,True,24.5,15.0,74520,78800,82230,70200
KOSPI,CJ제일제당,097950,230500,124.63,34699.9,42.9,-0.85,224.9981,-247.76259,-0.72,-1.07,0.0,3,"MA20근접, MACD>0, 5d<10%",-0.1634,False,False,True,False,0.59,False,False,False,True,24.5,15.0,230530,234420,237540,225500
KOSPI,한올바이오파마,009420,33800,119.08,17657.3,44.4,-0.52,-118.1591,-54.56705,-0.09,1.2,-1.17,3,"MA20근접, 상승구조, 5d<10%",-0.0843,False,False,False,False,1.51,True,False,True,True,24.5,15.0,33800,35360,36600,32960
KOSDAQ,코오롱티슈진,950160,43850,115.19,36492.5,45.2,-3.02,-249.1545,-35.29346,0.13,0.8,0.57,3,"RSI 45~65, 상승구조, 5d<10%",-0.2384,False,True,False,False,1.23,False,False,False,True,24.5,15.0,44170,46260,47920,43860
KOSDAQ,태광,023160,26900,102.4,7128.5,43.0,-0.75,-52.9845,-49.47563,-0.28,-6.76,-1.47,3,"MA20근접, 상승구조, 5d<10%",-0.0934,False,False,False,False,1.46,True,False,True,True,24.5,15.0,26900,28530,29830,26290
