시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,괴리_%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,근거,RS_slope20,RS_high50,VCP_ok,Pivot_near,Vol_breakout,UDVR_50,UDVR_ok,OBV_high,Weekly_pos,Regime_good,EBS_PLUS,HitProb_%(heuristic),추천매수가,추천매도가1,추천매도가2,손절가
KOSDAQ,오로스테크놀로지,322310,25750,98.96,2411.9,33.8,-8.22,-601.2088,-21.37382,1.92,-4.81,-16.12,3,"거래량↑, 상승구조, 5d<10%",-0.234,False,False,False,True,1.23,False,False,False,True,24.5,15.0,27050,29060,30670,27220
KOSDAQ,레이크머티리얼즈,281740,14860,95.55,9767.6,67.6,5.23,99.2952,-101.43658,0.02,0.47,-0.54,3,"상승구조, MACD>0, 5d<10%",-0.0254,False,False,False,False,1.81,True,False,True,True,24.5,15.0,14590,15530,16280,13700
KOSDAQ,에프에스티,036810,35800,86.58,7860.4,56.1,5.99,-41.4775,-91.69851,-0.53,6.07,-4.53,3,"RSI 45~65, 상승구조, 5d<10%",-0.0063,False,False,False,False,1.77,True,False,True,True,24.5,15.0,35200,38050,40330,32760
KOSPI,SK아이이테크놀로지,361610,31950,86.3,26131.0,68.4,4.42,178.4459,-197.82534,0.32,0.0,1.75,3,"상승구조, MACD>0, 5d<10%",-0.0545,False,False,False,False,1.47,True,False,True,True,24.5,15.0,31530,33400,34900,29680
KOSPI,애경케미칼,161000,11100,71.81,5400.0,61.7,4.28,132.5896,-54.82642,-0.27,5.11,4.42,3,"RSI 45~65, MACD>0, 5d<10%",-0.0684,False,False,False,False,2.69,True,False,True,True,24.5,15.0,11010,11730,12310,10330
KOSPI,한화생명,088350,3055,64.08,26533.6,45.7,-2.5,-3.2398,-3.91142,2.12,-1.45,-3.93,3,"RSI 45~65, 거래량↑, 5d<10%",-0.1789,False,False,False,True,0.91,False,False,False,True,24.5,15.0,3090,3180,3240,3040
KOSDAQ,신흥에스이씨,243840,5610,60.8,2163.1,67.0,6.34,53.1601,-27.90133,-0.11,5.85,4.08,3,"상승구조, MACD>0, 5d<10%",-0.0784,False,False,False,False,1.8,True,False,True,True,24.5,15.0,5490,5930,6270,5120
KOSDAQ,상신이디피,091580,13330,58.12,1776.7,64.8,9.07,194.5655,-66.25118,0.26,15.21,10.62,3,"RSI 45~65, 상승구조, MACD>0",-0.0462,False,False,False,False,2.09,True,False,True,True,24.5,15.0,12690,13620,14370,11850
KOSDAQ,대진첨단소재,393970,7330,54.18,1086.7,61.5,5.98,125.5192,-49.42762,-0.55,8.27,13.12,3,"RSI 45~65, MACD>0, 5d<10%",-0.0288,False,False,False,False,1.87,True,False,True,True,24.5,15.0,7280,7990,8570,6710
KOSDAQ,케이에스피,073010,5950,51.61,2391.4,48.0,-2.26,-17.1358,-23.95532,-0.31,-9.57,-1.0,3,"RSI 45~65, 상승구조, 5d<10%",-0.1478,False,False,False,False,2.73,True,False,True,True,24.5,15.0,5950,6390,6740,5900
KOSPI,현대건설,000720,68900,1463.24,76724.1,66.8,14.42,1657.3357,-183.73239,0.36,20.67,12.58,1,MACD>0,0.0468,False,False,False,False,1.25,False,False,True,True,22.7,15.0,62440,66890,70450,58410
KOSDAQ,에코앤드림,101360,23700,72.79,4215.3,71.5,10.88,475.4637,-157.37585,0.32,11.01,11.01,1,MACD>0,0.0039,False,False,False,False,1.25,False,False,True,True,22.7,15.0,22200,23850,25170,20730
KOSPI,SK오션플랜트,100090,21500,382.24,13432.8,36.9,-5.69,-101.4723,-27.84767,-0.45,-3.8,-1.38,2,"상승구조, 5d<10%",-0.2853,False,True,False,False,1.24,False,False,False,True,22.3,15.0,22050,23540,24740,22110
KOSPI,우진,105840,15110,354.15,3051.9,39.9,-6.02,-219.2382,-126.43548,-0.23,-4.97,-13.01,2,"상승구조, 5d<10%",-0.1473,False,False,False,False,2.71,True,False,True,True,22.3,15.0,15280,16880,18160,15600
KOSPI,더존비즈온,012510,89100,289.99,27071.1,40.4,-1.89,-531.8053,-168.25624,0.16,1.6,-0.22,2,"상승구조, 5d<10%",-0.1647,False,True,False,False,1.25,False,False,False,True,22.3,15.0,89100,92940,96000,88090
KOSPI,CJ,001040,169400,233.09,49425.8,44.0,-2.52,-340.9447,-128.61409,-0.26,-2.14,0.18,2,"상승구조, 5d<10%",-0.2181,False,True,False,False,1.2,False,False,False,True,22.3,15.0,170600,176960,182040,168570
KOSDAQ,큐리옥스바이오시스템즈,445680,69500,223.14,11874.8,32.9,-1.32,-996.9831,-63.15693,0.13,-3.61,0.72,2,"상승구조, 5d<10%",-0.115,False,False,False,False,1.38,True,False,True,True,22.3,15.0,69500,75320,79970,68320
KOSDAQ,동진쎄미켐,005290,42400,222.74,21799.7,29.5,-1.44,-509.9069,-4.04955,-0.2,1.31,-4.29,2,"상승구조, 5d<10%",-0.1323,False,False,False,False,1.85,True,False,True,True,22.3,15.0,42400,44140,45540,41730
KOSPI,KT,030200,49350,179.28,124372.7,44.8,-1.39,60.7591,-25.60952,0.06,-0.9,-1.3,2,"MACD>0, 5d<10%",-0.1814,False,True,False,False,0.74,False,False,False,True,22.3,15.0,49680,50410,50990,48590
KOSDAQ,제주반도체,080220,20450,119.38,7043.6,32.8,-1.81,-259.9508,-32.1564,-0.47,-1.45,-7.88,2,"상승구조, 5d<10%",-0.0873,False,False,False,False,3.52,True,False,True,True,22.3,15.0,20450,21690,22670,20200
KOSDAQ,아이티센글로벌,124500,18700,114.75,4339.2,33.1,-4.47,-150.1863,-76.28137,-0.96,-4.49,-4.0,2,"상승구조, 5d<10%",-0.0981,False,False,False,False,1.67,True,False,True,True,22.3,15.0,18700,20470,21890,18990
KOSPI,금강공업,014280,5770,114.46,1692.3,65.1,4.83,-0.4036,-29.63671,-0.2,-4.15,14.94,2,"상승구조, 5d<10%",-0.008,False,False,False,False,5.45,True,False,True,True,22.3,15.0,5770,6420,6940,5340
KOSDAQ,티씨케이,064760,168500,111.16,19672.4,21.5,-4.14,-3472.8151,-14.7718,-0.69,-0.88,-7.82,2,"상승구조, 5d<10%",-0.115,False,False,False,False,1.38,True,False,True,True,22.3,15.0,172080,179480,185400,170510
KOSDAQ,테스,095610,44450,89.4,8787.0,43.9,-3.59,-755.8562,-181.62574,-1.07,-8.82,-3.47,2,"상승구조, 5d<10%",-0.1391,False,False,False,False,2.73,True,False,True,True,22.3,15.0,44460,47750,50380,44720
KOSDAQ,비츠로셀,082920,27600,56.53,6312.7,33.0,-3.87,-79.9095,-40.4233,1.76,-4.17,-2.82,2,"거래량↑, 5d<10%",-0.2314,False,False,False,True,0.79,False,False,False,True,22.3,15.0,28230,29200,29980,27850
KOSDAQ,이뮨온시아,424870,5810,54.35,4309.0,38.5,-4.19,-58.4434,-6.06093,-0.54,-2.02,-8.79,2,"상승구조, 5d<10%",-0.1418,False,False,False,False,1.97,True,False,True,True,22.3,15.0,5890,6240,6520,5880
KOSDAQ,동국제약,086450,17730,51.25,7957.9,42.5,-4.34,-102.669,-23.51923,0.48,-2.48,-6.39,2,"상승구조, 5d<10%",-0.2074,False,True,False,False,0.95,False,False,False,True,22.3,15.0,18230,18840,19330,17980
KOSPI,롯데관광개발,032350,18100,246.38,14396.6,58.7,-0.24,-28.1697,-64.35465,0.48,-5.88,-0.11,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.169,False,False,False,False,1.46,True,False,False,True,21.6,15.0,18100,18940,19610,17600
KOSDAQ,한텍,098070,42850,244.21,4765.4,48.7,2.38,617.9757,-94.28573,0.21,8.07,8.62,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1858,False,False,False,False,1.42,True,False,False,True,21.6,15.0,42850,45900,48330,40600
KOSDAQ,엠디바이스,226590,18800,218.65,1998.6,54.0,2.55,-137.7285,120.42861,0.19,10.13,6.58,4,"RSI 45~65, MACD↑, MA20근접, 상승구조",-0.3073,False,False,False,False,2.09,True,False,False,True,21.6,15.0,18800,20540,21930,17780
KOSDAQ,유니테스트,086390,20400,107.19,4311.4,63.1,9.53,129.6467,112.07922,-0.32,15.97,14.48,4,"RSI 45~65, MACD↑, 상승구조, MACD>0",-0.1569,False,False,False,False,1.35,True,False,False,True,21.6,15.0,19240,20460,21430,18070
KOSDAQ,삼양컴텍,484590,15960,117.12,6577.2,32.2,-7.16,-98.6757,-41.84292,-0.2,-7.37,-3.51,1,5d<10%,,,True,False,False,,False,False,False,True,20.1,15.0,16780,17600,18260,16670
KOSDAQ,미래나노텍,095500,11640,63.28,3609.6,68.9,12.44,296.1658,-75.89484,-0.13,16.98,13.56,1,MACD>0,-0.0104,False,False,False,False,1.43,True,False,True,True,20.1,15.0,10740,11500,12120,10040
KOSDAQ,메지온,140410,61900,73.65,18707.4,38.2,-2.24,-952.9222,247.10809,-0.39,9.17,-6.07,3,"MACD↑, 상승구조, 5d<10%",-0.2058,False,False,False,False,1.7,True,False,False,True,19.4,15.0,61900,66320,69860,61420
KOSPI,삼화전기,009470,35900,63.93,2374.4,34.0,-3.4,-315.8517,22.74167,0.25,6.21,0.84,3,"MACD↑, 상승구조, 5d<10%",-0.249,False,False,False,False,1.98,True,False,False,True,19.4,15.0,36040,38290,40100,36050
KOSPI,현대백화점,069960,81500,62.18,18442.5,42.5,-1.95,-404.5172,51.82398,-0.63,-0.49,0.74,3,"MACD↑, 상승구조, 5d<10%",-0.2283,False,False,False,False,1.36,True,False,False,True,19.4,15.0,81890,84350,86310,80630
KOSPI,NAVER,035420,255500,3596.97,400758.5,41.3,-0.81,-925.0549,25.91034,-0.68,5.36,-1.92,4,"MACD↑, MA20근접, 상승구조, 5d<10%",-0.1457,False,False,False,False,1.3,False,False,True,True,19.0,15.0,255500,265680,273820,249850
KOSDAQ,한라IMS,092460,17180,204.15,2939.4,58.3,6.71,183.3193,-120.52568,-0.17,-17.4,13.7,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0298,False,False,False,False,1.3,False,False,True,True,19.0,15.0,16860,18400,19620,15620
KOSPI,NH투자증권,005940,20100,179.96,71625.2,56.5,0.58,-8.2555,-22.55605,0.18,-1.23,-0.74,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.1339,False,False,False,False,0.81,False,False,True,True,19.0,15.0,20100,20840,21440,19390
KOSPI,한국카본,017960,37050,158.75,19232.1,62.5,4.43,108.0223,-87.5402,-0.29,0.82,2.63,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0303,False,False,False,False,1.21,False,False,True,True,19.0,15.0,36560,38710,40430,34420
KOSDAQ,차바이오텍,085660,12000,82.33,9171.1,58.7,4.2,105.1041,-36.93762,0.29,8.11,4.35,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0675,False,False,False,False,1.27,False,False,True,True,19.0,15.0,11790,12340,12770,11170
KOSDAQ,케어젠,214370,62500,74.35,33571.9,49.0,0.02,-58.8207,-165.45083,-0.13,-0.48,2.46,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.1269,False,False,False,False,1.14,False,False,True,True,19.0,15.0,62500,66450,69610,60620
KOSPI,대우건설,047040,3800,73.17,15793.7,55.9,2.45,25.8647,-8.08022,1.01,1.47,0.93,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1109,False,False,False,False,1.21,False,False,True,True,19.0,15.0,3770,3900,4010,3600
KOSPI,풍산,103140,119800,327.84,33573.1,42.9,-2.35,-268.4161,132.25903,-0.23,0.67,-2.04,2,"MACD↑, 5d<10%",-0.2106,False,False,False,False,1.31,True,False,False,True,17.2,15.0,120190,125170,129160,119000
KOSDAQ,다날,064260,8370,294.2,5771.0,21.9,-10.57,-131.7152,-18.20741,-0.64,-6.9,-10.48,2,"상승구조, 5d<10%",-0.323,False,False,False,False,2.9,True,False,False,True,17.2,15.0,9110,9610,10010,9080
KOSPI,한화투자증권,003530,5380,128.69,11542.7,37.9,-4.38,-17.4524,0.79475,-0.6,3.07,-7.24,2,"MACD↑, 5d<10%",-0.1538,False,False,False,False,1.81,True,False,False,True,17.2,15.0,5470,5780,6020,5460
KOSDAQ,한선엔지니어링,452280,10750,112.66,1857.0,44.9,-3.2,-99.4953,-43.23835,0.12,-2.01,-6.36,2,"상승구조, 5d<10%",-0.1782,False,False,False,False,2.14,True,False,False,True,17.2,15.0,10750,11690,12450,10770
KOSDAQ,에이디테크놀로지,200710,24800,88.83,3333.3,41.0,-5.22,-335.0399,-36.93772,-0.37,-7.46,-5.88,2,"상승구조, 5d<10%",-0.1642,False,False,False,False,1.34,True,False,False,True,17.2,15.0,25230,27100,28580,25380
KOSDAQ,나우로보틱스,459510,21800,81.85,2815.2,37.4,-7.89,-529.4697,-23.80305,-0.9,-7.43,-14.84,2,"상승구조, 5d<10%",-0.2087,False,False,False,False,2.37,True,False,False,True,17.2,15.0,22770,24570,26010,22960
KOSDAQ,글로벌텍스프리,204620,5620,79.91,3949.9,38.5,-2.08,-11.4802,-6.09899,-0.24,-1.23,2.0,2,"상승구조, 5d<10%",-0.26,False,False,False,False,1.54,True,False,False,True,17.2,15.0,5620,5880,6080,5570
KOSDAQ,NHN KCP,060250,16090,77.66,6461.8,28.2,-7.35,-199.1553,-18.01516,-0.44,1.19,-6.18,2,"상승구조, 5d<10%",-0.2645,False,False,False,False,2.4,True,False,False,True,17.2,15.0,16910,17820,18560,16850
KOSDAQ,스맥,099440,3955,59.87,2699.0,38.9,-4.85,-41.9181,-0.17384,-0.43,-1.98,-6.28,2,"상승구조, 5d<10%",-0.226,False,False,False,False,2.13,True,False,False,True,17.2,15.0,4020,4290,4500,4030
KOSDAQ,펄어비스,263750,34200,54.44,21972.8,37.0,-3.52,-228.9703,-30.59137,-0.2,-2.7,-4.34,2,"상승구조, 5d<10%",-0.2085,False,False,False,False,1.59,True,False,False,True,17.2,15.0,34970,35930,36700,34380
KOSDAQ,하나머티리얼즈,166090,41150,53.9,8138.5,44.2,-1.58,-650.2336,-8.02313,-0.67,1.35,-2.95,2,"상승구조, 5d<10%",-0.1507,False,False,False,False,1.88,True,False,False,True,17.2,15.0,41150,43670,45690,40560
KOSDAQ,넥스트바이오메디컬,389650,59800,53.83,4859.9,34.5,-7.6,-545.8314,-34.79358,0.8,-4.01,-10.61,2,"상승구조, 5d<10%",-0.2826,False,False,False,False,1.32,True,False,False,True,17.2,15.0,63040,66400,69080,62780
KOSDAQ,에스앤에스텍,101490,54900,143.06,11776.8,52.7,-2.31,-429.3283,-240.66358,-0.4,-9.26,-8.04,3,"RSI 45~65, 상승구조, 5d<10%",-0.0928,False,False,False,False,0.79,False,False,True,True,16.8,15.0,54900,59360,62940,54510
KOSPI,SK바이오사이언스,302440,50900,88.69,39889.9,65.7,4.83,553.4347,-176.06748,0.38,3.35,6.26,3,"상승구조, MACD>0, 5d<10%",-0.1096,False,False,False,False,1.26,False,False,True,True,16.8,15.0,49410,51110,52480,47100
KOSPI,코오롱,002020,43500,60.66,5492.5,53.9,-1.18,-14.9876,-221.04009,-0.37,-6.45,-3.12,3,"RSI 45~65, 상승구조, 5d<10%",-0.1108,False,False,False,False,1.27,False,False,True,True,16.8,15.0,43500,46150,48280,42700
KOSPI,TCC스틸,002710,18980,51.14,4975.4,70.8,5.52,207.6484,-139.14748,0.06,-1.35,5.5,3,"상승구조, MACD>0, 5d<10%",-0.037,False,False,False,False,1.18,False,False,True,True,16.8,15.0,18590,19790,20750,17450
KOSPI,우리금융지주,316140,25500,664.08,187189.5,51.9,-0.96,-46.7486,-9.18176,1.55,-0.39,-0.58,5,"RSI 45~65, MA20근접, 거래량↑, 상승구조, 5d<10%",-0.1904,False,False,False,False,1.07,False,False,False,True,16.1,15.0,25500,26170,26710,24980
KOSPI,한국콜마,161890,76400,169.22,18034.3,53.0,0.11,255.1213,10.09547,0.72,0.13,1.73,5,"RSI 45~65, MACD↑, MA20근접, MACD>0, 5d<10%",-0.1713,False,False,False,False,1.05,False,False,False,True,16.1,15.0,76400,78460,80100,74030
KOSPI,현대해상,001450,27700,131.53,24763.8,47.6,-0.55,8.8508,-4.56753,-0.0,1.09,-0.54,5,"RSI 45~65, MA20근접, 상승구조, MACD>0, 5d<10%",-0.1803,False,False,False,False,1.13,False,False,False,True,16.1,15.0,27700,28410,28990,27020
KOSDAQ,루닛,328130,40200,80.81,11740.2,54.6,-0.26,43.9889,9.36458,0.85,2.16,-3.48,5,"RSI 45~65, MACD↑, MA20근접, MACD>0, 5d<10%",-0.1822,False,False,False,False,0.73,False,False,False,True,16.1,15.0,40200,41930,43310,39100
KOSDAQ,현대힘스,460930,22050,303.92,7823.3,34.2,-7.45,-103.279,-30.26105,-0.08,-3.08,-5.57,1,5d<10%,-0.267,False,False,False,False,1.76,True,False,False,True,15.0,15.0,23190,24460,25480,23110
KOSPI,일신석재,007110,1838,58.26,1423.7,40.1,-10.8,-11.1849,-20.18746,0.51,-13.3,-11.21,1,5d<10%,-0.2195,False,False,False,False,1.38,True,False,False,True,15.0,15.0,2000,2120,2210,2000
KOSDAQ,한라캐스트,125490,12100,586.76,4416.8,72.4,12.07,2.8503,-106.25742,-0.81,-9.36,4.94,2,"MACD>0, 5d<10%",,,False,False,False,,False,False,True,True,14.7,15.0,11450,12740,13780,10470
KOSPI,KT&G,033780,134500,293.43,161228.9,48.0,-1.41,-412.6768,-46.59325,-0.9,-2.11,-3.03,2,"RSI 45~65, 5d<10%",-0.1494,False,False,False,False,0.77,False,False,True,True,14.7,15.0,135000,137840,140120,132330
KOSDAQ,리가켐바이오,141080,141500,331.2,51803.6,39.9,0.02,427.3462,156.63386,-0.59,5.44,6.71,4,"MACD↑, MA20근접, MACD>0, 5d<10%",-0.1808,False,False,False,False,0.86,False,False,False,True,13.9,15.0,141500,148960,154940,137230
KOSPI,삼성화재,000810,446500,318.67,205439.8,45.6,-0.8,-326.7166,-152.17758,-0.45,-1.76,-0.89,4,"RSI 45~65, MA20근접, 상승구조, 5d<10%",-0.1573,False,False,False,False,1.23,False,False,False,True,13.9,15.0,446500,457320,465980,436600
KOSDAQ,에스엔시스,0008Z0,42250,151.96,3986.9,50.7,0.98,385.409,-165.34723,0.08,-1.29,2.67,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",,,False,False,False,,False,False,False,True,13.9,15.0,42250,44770,46790,40580
KOSDAQ,SAMG엔터,419530,55600,116.31,5412.4,45.3,-2.1,44.2819,72.60657,-0.18,7.34,-0.89,4,"RSI 45~65, MACD↑, MACD>0, 5d<10%",-0.1597,False,False,False,False,0.88,False,False,False,True,13.9,15.0,55600,60720,64820,55090
KOSDAQ,주성엔지니어링,036930,31000,103.55,14653.2,42.1,-0.66,-136.277,0.50321,-0.44,2.65,-2.67,4,"MACD↑, MA20근접, 상승구조, 5d<10%",-0.1798,False,False,False,False,1.0,False,False,False,True,13.9,15.0,31000,32230,33210,30270
KOSDAQ,티에프이,425420,38750,89.44,4410.1,46.6,-5.59,-419.7096,16.77868,-0.02,0.52,-5.95,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.2201,False,False,False,False,1.15,False,False,False,True,13.9,15.0,39360,42730,45420,39810
KOSPI,호텔신라,008770,49200,87.96,19310.1,45.3,-1.61,-109.4854,10.51992,-0.61,-0.1,-0.61,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.2262,False,False,False,False,1.28,False,False,False,True,13.9,15.0,49510,50500,51290,48500
KOSPI,신세계,004170,176400,75.18,17014.1,47.6,-1.52,-573.0824,93.72307,0.47,-1.34,-0.23,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.2233,False,False,False,False,1.1,False,False,False,True,13.9,15.0,176760,181490,185270,173750
KOSPI,팬오션,028670,3835,60.42,20500.7,63.7,1.21,21.7515,-3.25323,-0.46,0.0,4.5,4,"RSI 45~65, MA20근접, MACD>0, 5d<10%",-0.1764,False,False,False,False,0.87,False,False,False,True,13.9,15.0,3840,3960,4060,3680
KOSDAQ,이오테크닉스,039030,234000,179.69,28827.7,34.5,-2.56,-2232.9916,243.89458,-0.87,1.08,-10.17,3,"MACD↑, 상승구조, 5d<10%",-0.1543,False,False,False,False,0.98,False,False,False,True,11.7,15.0,234000,246460,256440,232950
KOSPI,코스맥스,192820,202000,168.87,22926.0,46.7,-2.7,87.809,-54.09947,-0.08,-1.7,0.0,3,"RSI 45~65, MACD>0, 5d<10%",-0.2524,False,False,False,False,1.11,False,False,False,True,11.7,15.0,204400,210800,215920,201380
KOSDAQ,코나아이,052400,48600,154.07,7077.8,53.6,-2.13,170.1171,-264.91199,0.25,-3.76,-1.12,3,"RSI 45~65, MACD>0, 5d<10%",-0.1644,False,False,False,False,0.94,False,False,False,True,11.7,15.0,48600,51540,53890,48170
KOSDAQ,제이에스링크,127120,20700,125.99,6216.8,43.2,-2.4,-311.1476,114.59616,0.85,2.73,-4.83,3,"MACD↑, 상승구조, 5d<10%",-0.2735,False,False,False,False,1.15,False,False,False,True,11.7,15.0,20700,22430,23810,20570
KOSDAQ,이엔에프테크놀로지,102710,48850,95.16,6979.6,16.2,-11.01,-1366.0692,42.88803,-0.36,-3.84,-14.9,3,"MACD↑, 상승구조, 5d<10%",-0.2317,False,False,False,False,1.06,False,False,False,True,11.7,15.0,53470,56320,58600,53250
KOSDAQ,쎄트렉아이,099320,59700,74.79,6537.9,31.7,-7.59,-1163.1547,176.86596,0.33,1.02,-13.1,3,"MACD↑, 상승구조, 5d<10%",-0.2898,False,False,False,False,1.13,False,False,False,True,11.7,15.0,62930,66280,68960,62670
KOSDAQ,성광벤드,014620,31800,74.01,8445.2,41.1,-1.14,9.7418,10.25022,-0.56,-1.7,1.44,3,"MACD↑, MACD>0, 5d<10%",-0.1778,False,False,False,False,1.26,False,False,False,True,11.7,15.0,31800,33320,34540,31200
KOSDAQ,오스코텍,039200,40000,59.04,15302.1,31.8,-4.71,-307.095,44.95306,-0.75,5.12,-1.84,3,"MACD↑, 상승구조, 5d<10%",-0.2348,False,False,False,False,1.08,False,False,False,True,11.7,15.0,40910,43040,44750,40720
KOSDAQ,코스메카코리아,241710,66800,56.83,7134.2,48.2,-1.92,-250.2838,-8.4757,-0.18,-4.43,2.3,3,"RSI 45~65, 상승구조, 5d<10%",-0.1681,False,False,False,False,0.83,False,False,False,True,11.7,15.0,66800,70150,72830,66060
KOSPI,한화에어로스페이스,012450,994000,1504.42,512540.2,44.3,-1.55,-1432.7196,-487.50834,-1.05,-5.24,6.2,2,"상승구조, 5d<10%",-0.1944,False,False,False,False,0.98,False,False,False,True,9.5,15.0,994000,1037930,1073070,979410
KOSPI,유한양행,000100,116000,402.85,92763.4,39.4,-1.52,-165.1461,-91.2191,-0.13,0.43,-0.68,2,"상승구조, 5d<10%",-0.1651,False,False,False,False,1.23,False,False,False,True,9.5,15.0,116160,119430,122040,114260
KOSPI,대한조선,439260,76100,360.12,29318.5,43.8,-2.64,212.1893,-141.97568,0.68,-1.68,-0.52,2,"MACD>0, 5d<10%",-0.1941,False,False,False,False,1.18,False,False,False,True,9.5,15.0,76700,79620,81960,75820
KOSPI,한화비전,489790,51000,320.86,25749.1,36.2,-3.35,28.024,-79.28356,0.03,-0.97,-2.67,2,"MACD>0, 5d<10%",-0.2181,False,False,False,False,0.88,False,False,False,True,9.5,15.0,51600,53940,55820,51190
KOSPI,메리츠금융지주,138040,110600,272.2,193795.3,48.1,-2.53,-37.9698,-142.48525,0.44,-3.24,-2.73,2,"RSI 45~65, 5d<10%",-0.1825,False,False,False,False,0.71,False,False,False,True,9.5,15.0,111870,115060,117620,110060
KOSDAQ,와이지엔터테인먼트,122870,91500,251.11,17102.3,38.7,-4.18,-294.1788,23.87313,0.3,-0.11,-1.61,2,"MACD↑, 5d<10%",-0.1811,False,False,False,False,0.92,False,False,False,True,9.5,15.0,93360,97630,101060,92630
KOSPI,삼성E&A,028050,27400,232.75,53704.0,48.1,-1.62,-68.0882,-46.61506,-0.1,-9.57,-3.18,2,"RSI 45~65, 5d<10%",-0.1644,False,False,False,False,1.24,False,False,False,True,9.5,15.0,27400,28520,29420,27020
KOSPI,BNK금융지주,138930,13820,189.46,43453.6,44.4,-3.37,-43.8063,-11.63751,1.38,-3.02,-4.95,2,"거래량↑, 5d<10%",-0.1911,False,False,False,False,0.73,False,False,False,True,9.5,15.0,14100,14510,14830,13870
KOSDAQ,미코,059090,14510,169.18,4848.8,40.2,-6.03,-103.0442,-61.87299,0.14,-5.23,-5.9,2,"상승구조, 5d<10%",-0.1712,False,False,False,False,1.11,False,False,False,True,9.5,15.0,14920,15970,16800,14980
KOSPI,LG유플러스,032640,14830,146.99,63743.5,43.0,-1.9,-16.0109,-26.84747,0.03,-1.66,-2.5,2,"상승구조, 5d<10%",-0.1569,False,False,False,False,0.9,False,False,False,True,9.5,15.0,14940,15290,15570,14660
KOSPI,SK이터닉스,475150,20800,123.73,7020.8,33.5,-6.37,-205.7088,5.55886,-0.37,1.46,-14.93,2,"MACD↑, 5d<10%",-0.2685,False,False,False,False,0.77,False,False,False,True,9.5,15.0,21650,22780,23680,21550
KOSDAQ,덕산네오룩스,213420,42200,92.07,10478.8,22.3,-6.14,-278.3089,-15.66047,0.37,-0.12,-6.74,2,"상승구조, 5d<10%",-0.2398,False,False,False,False,0.8,False,False,False,True,9.5,15.0,44000,45920,47470,43610
KOSPI,F&F,383220,62100,77.14,23788.7,44.1,-3.15,-61.5072,-155.91049,1.81,-6.05,-3.87,2,"거래량↑, 5d<10%",-0.1923,False,False,False,False,1.01,False,False,False,True,9.5,15.0,63080,65160,66830,62200
KOSDAQ,DSC인베스트먼트,241520,7040,69.72,1900.8,44.7,-3.35,-8.0168,-27.29046,0.27,2.03,-2.63,2,"상승구조, 5d<10%",-0.1865,False,False,False,False,1.26,False,False,False,True,9.5,15.0,7080,7490,7830,7070
KOSPI,DB손해보험,005830,128200,216.6,90765.6,37.8,-4.0,-449.1788,-124.9603,-0.36,-3.32,-4.47,1,5d<10%,-0.2206,False,False,False,False,0.87,False,False,False,True,7.3,15.0,131660,135430,138460,129540
KOSDAQ,좋은사람들,033340,1716,148.62,1663.7,42.6,-18.84,-34.9751,-26.36449,-0.1,-23.39,-17.7,1,5d<10%,-0.3405,False,False,False,False,1.08,False,False,False,True,7.3,15.0,2010,2220,2390,2050
KOSPI,파라다이스,034230,18490,137.43,17085.8,33.3,-5.5,-67.2368,-2.19266,-0.55,-1.96,-2.07,1,5d<10%,-0.2644,False,False,False,False,0.99,False,False,False,True,7.3,15.0,19240,19900,20420,18980
KOSPI,롯데쇼핑,023530,65500,51.56,18529.1,40.0,-3.39,-195.0561,-54.88383,0.66,-2.96,-2.67,1,5d<10%,-0.2187,False,False,False,False,1.14,False,False,False,True,7.3,15.0,67160,68430,69460,65760
